,created_at,source,original_text,cleaned_text,polarity,subjectivity,sentiment,lang,likes_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,retweet_hashtags,user_mentions,place,place_coord_boundaries
900,2022-07-16 19:43:16+00:00,Twitter for Android,🛑La délégation des officiers militaires des pays membres de la Communauté des États de l’Afrique de l’Est en mission en RDC 🇨🇩 s’est entretenue avec le commandant des opérations Sokola 1 des #FARDC à #Beni pour s’imprégner de la situation sécuritaire dans zone https://t.co/yzwt9J77AK,🛑The delegation of military officers from member countries of the Eastern African States Community on Mission in DRC 🇨🇩 spoke with the SOKOLA 1 operations commander to soak up the security situation in area,0.0,0.0,Negative,fr,11,7,sergesindani01,3248,1668,False,RDF,,EugeneLWamalwa,Rwanda,
902,2022-07-16 19:40:39+00:00,Twitter for Android,@JOJOnaomiendagu @saana_ana @evatntumba @Erickabeya10 @nestormukendi @ChrisNyamabo @rufagari @MuyeheEmile @AngelKazadi @Dompundu @Rush7al @kakese_leon @JMMannix23 @damkup Tu es un menteur impitoyable https://t.co/PsUgzetFhV,You are a ruthless liar,0.0,0.0,Negative,fr,0,0,EtudesRwanda,500,1547,False,RDF,,EugeneLWamalwa,Rwanda,
913,2022-07-16 19:24:13+00:00,Twitter for Android,Harya iyi Rank Afande yambaye bayita ngwiki ? #RDF❤️❤️❤️❤️ https://t.co/0tGrRZkyk6,Is this Rank Afhande wearing them calling it? ❤️❤️❤️❤️,-0.8,0.9,Negative,fr,0,0,valeryzihalirw1,333,2494,False,RDF,,Edwar_RDF,"Duque de caxias, brasil",
914,2022-07-16 19:23:37+00:00,Twitter for Android,Hallan por casualidad un autorretrato desconocido de Vincent Van Gogh detrás de uno de sus cuadros https://t.co/5JJsXrVg0T,They find by chance an unknown self -portrait of Vincent Van Gogh behind one of his paintings,0.0,0.0,Negative,fr,7,3,valeryzihalirw1,333,2494,False,RDF,,EtudesRwanda,Rwanda,
934,2022-07-16 18:54:45+00:00,Twitter for Android,"@heavywing_ @agustincastro17 @VarskySports Medio país pobre pero gastan guita pa un satélite con mensajes,fuaa el diego","  Half poor country but spend a satellite with messages, was Diego",0.0,0.0,Negative,fr,0,3,muyeya10,6214,1399,False,RDF,,RepDeFiFidonia,Rwanda,
944,2022-07-16 18:45:15+00:00,Twitter for iPhone,Ascienden a 24 los muertos en el ataque ruso con misiles en Vinnytsia https://t.co/X3NE0J5PNZ https://t.co/m1WtORklz3,The dead ascend in the Russian attack with missiles in Vinnytsia,0.0,0.0,Negative,fr,0,0,PatientFidel,29315,227,False,RDF,,RepDeFiFidonia,República de fifidonia,
949,2022-07-16 18:36:17+00:00,Twitter for Android,"UN: Scores dead or hurt in Haiti gang violence
#123INFO
https://t.co/3HtYCXF9nX","UN: Scores dead or hurt in Haiti gang violence

",-0.2,0.4,Negative,en,0,133,muhaziyacu,1319,159,False,RDF,,THEFUTURETV2,Rwanda,
951,2022-07-16 18:28:30+00:00,Microsoft Power Platform,Banco Central de Chile interviene mercado cambiario https://t.co/2plVU5ljKU https://t.co/PpHMidaark,Banco Central de Chile interviene mercado cambiario  ,0.0,0.25,Neutral,en,0,0,123_INFO_DE,118,12,False,RDF,,oficialRDF,Rwanda,
955,2022-07-16 18:14:31+00:00,Twitter for iPhone,@CharlyBueno13 @Seventeen_qbctf @VerzeroKodi_C @ElKFreestyleMTZ @KosmosEnKarma @JulioVera___ @JaviBoss10 @NoTengoAka @rdf_art @IanCarlos_ianK @Adrikane34 @FlowBeach1 @CarlitosPU1 @consentida_free @etzero_j @DiazPimienta @jahmancubanboy @York_newfree @wvelazquez01 @yosy_sgold Es un crack pero si no pones al ciudadano no quiero nada 😎,It's a crack but if you don't put the citizen I don't want anything 😎,0.0,0.0,Neutral,fr,0,0,rufagari,3361,432,False,RDF,,cidepVE,Everywhere,
963,2022-07-16 17:48:47+00:00,Twitter for Android,"The love for RDF😍,may his dreams come true 🙏 https://t.co/LpOO0r0wzH","The love for RDF😍,may his dreams come true 🙏 ",0.425,0.625,Positive,fr,12,3,kongolaise,2418,648,False,RDF,,RwandaMoD,Zabanga,
965,2022-07-16 17:30:54+00:00,Twitter for Android,RDF HONOURS RETIRING MILITARY OFFICERS https://t.co/53ktvlebSp https://t.co/xzYSbBjyNf,RDF HONOURS RETIRING MILITARY OFFICERS  ,-0.1,0.1,Negative,en,0,1,Umwamikazi_2050,508,859,False,Biden,,"RwandaMoD, RwandaAirForce",Rwanda,
973,2022-07-16 17:13:12+00:00,Twitter Web App,"Europe wildfires: Pilot dies in Portugal, blazes force evacuations in France and Spain https://t.co/TnvnNVHmXg - source/editor :","Europe wildfires: Pilot dies in Portugal, blazes force evacuations in France and Spain  - source/editor :",0.0,0.0,Neutral,en,2,0,FlemishCitizen,60,182,False,RDF,,RwandaMoD,Rwanda,
979,2022-07-16 16:59:00+00:00,Twitter for Android,"JUGES  ROUGES  ?
Alors  que  unanimes  les  plateaux  TV  réclament  UN AN  prison ferme  pour  agression  policier,  pompier,  professeur,... un  juge  à  l'ouest  d'eden  décrète  une  ""peine""  8  mois  avec  sursis  !
Pincez-moi,  je  rêve .  Ca  se  passe  comme  ça  en  RDF.","JUGES  ROUGES  ?
Alors  que  unanimes  les  plateaux  TV  réclament  UN AN  prison ferme  pour  agression  policier,  pompier,  professeur,... un  juge  à  l'ouest  d'eden  décrète  une  ""peine""  8  mois  avec  sursis  !
Pincez-moi,  je  rêve .  Ca  se  passe  comme  ça  en  RDF.",0.0,0.0,Neutral,en,0,24,HABUMUGISHAEV16,5,15,False,RDF,,stellaworth,Rwanda,
981,2022-07-16 16:53:35+00:00,Twitter Web App,Medios: Lewandowski viaja a cerrar fichaje con el Barça https://t.co/Vsi7ZV2AnS,Media: Lewandowski travels to close signing with Barça,0.0,0.0,Neutral,fr,0,0,AnaxagoreA,18,9,False,123INFO,,THEFUTURETV2,Rwanda,
991,2022-07-16 16:41:07+00:00,dlvr.it,جيمس ويب في مهام جديدة للبحث عن كواكب صالحة للحياة https://t.co/mg15eA9w8Mجيمس-ويب-في-مهام-جديدة-للبحث-عن-كواكب-صالحة-للحياة/a-62499027?maca=ara-rss-ar-sci-1041-rdf,جيمس ويب في مهام جديدة للبحث عن كواكب صالحة للحياة ,0.0,0.0,Neutral,en,0,0,rogue_corq,1834,1786,False,"59NoSubeA60, LevantaDedo",,"deodivo, lusakuenoc, PatrickMuyaya, LukondeSama, erictshikuma, wembi_steve, fatshi13","Mars, mont olympus",
994,2022-07-16 16:32:12+00:00,Twitter for Android,"North Macedonia: Parliament approves deal to start EU bid
#123INFO
https://t.co/uOtXoe7NvJ","North Macedonia: Parliament approves deal to start EU bid

",0.0,0.0,Neutral,fr,0,0,Parthgorivale7,1,57,False,RDF,,RwandaMoD,Brasil,
996,2022-07-16 16:28:24+00:00,Microsoft Power Platform,Coronavirus: Inglaterra ofrecerá refuerzo a mayores de 50 https://t.co/JlJam838aB,Coronavirus: Inglaterra ofrecerá refuerzo a mayores de 50 ,0.0,0.0,Neutral,en,0,0,123_INFO_DE,118,12,False,RDF,,stellaworth,Wikidata.org/wiki/q614483,
1000,2022-07-16 16:20:10+00:00,Twitter Web App,Vou começar a soltar os TikTok’s que gravei a partir de segunda 🥰,I will start to release the tiktok's I recorded from Monday 🥰,0.0,0.0,Neutral,fr,0,0,R6sSpiider,95,304,False,RDF,,RwandaMoD,Valhalla,
1010,2022-07-16 16:03:06+00:00,Twitter for Android,"Dozens dead in Sudan tribal clashes
#123INFO
https://t.co/LAuOXFU3MA","Dozens dead in Sudan tribal clashes

",-0.2,0.4,Negative,fr,6,0,Peace4GreatLake,118,617,False,RDF,,stellaworth,"Kelowna, b.c.",
1012,2022-07-16 15:58:24+00:00,Microsoft Power Platform,"Bayern Múnich anuncia ""acuerdo oral"" para el traspaso de Lewandowski al Barcelona https://t.co/OvgyGpYfmO","Bayern Múnich anuncia ""acuerdo oral"" para el traspaso de Lewandowski al Barcelona ",0.0,0.0,Neutral,en,0,0,123_INFO_DE,118,12,False,PrimerasPáginas,,rdfhouse,"London, uk",
1013,2022-07-16 15:58:24+00:00,Microsoft Power Platform,"Biden afirma que Estados Unidos ""no se alejará"" de Medio Oriente https://t.co/PtAkRuOyhw","Biden afirma que Estados Unidos ""no se alejará"" de Medio Oriente ",0.0,0.0,Neutral,en,0,0,123_INFO_DE,118,12,False,RDF,,"odeth_bae, kanisekere, rukundokeric, kemnique, Ish_Geovanis, ClaudeKarangwa",D,
1040,2022-07-16 14:56:08+00:00,Twitter for iPhone,"PHOTOS
@RwandaMoD has for the tenth time held a send-off ceremony to honour the service of military personnel who reached retirement age and those whose service contracts came to an end. #RBANews 
📸: RDF https://t.co/REoPiu02kz","PHOTOS
 has for the tenth time held a send-off ceremony to honour the service of military personnel who reached retirement age and those whose service contracts came to an end.  
📸: RDF ",-0.1,0.1,Negative,en,0,133,amdeerugz,964,357,False,RDF,,Radiorwanda_RBA,"Paris, tx",
1042,2022-07-16 14:46:15+00:00,Twitter for Android,"RESUMO DA RDF:
O que eu n lembro eu n fiz eu n assumo esse b.o🎶 kkkkkllkkkkkkkkkkkkk","RESUMO DA RDF:
O que eu n lembro eu n fiz eu n assumo esse b.o🎶 kkkkkllkkkkkkkkkkkkk",0.05,1.0,Positive,en,0,8,HassKaringanire,2765,4974,False,RDF,,Radiorwanda_RBA,"Paris, france",
1043,2022-07-16 14:45:54+00:00,Twitter for Android,"🔴 15 Temmuz ne zaman mahkum olacak?: Darbe girişiminin üzerinden altı yıl geçti, ama hala cevap bulamamış sorular, karanlıkta kalan noktalar, giderilmeyen haksızlıklar ve bitmeyen davalar var. Banu Güven 15 Temmuz'un yıl dönümünde yazdı. https://t.co/HBTaR0swIP","🔴 15 Temmuz ne zaman mahkum olacak?: Darbe girişiminin üzerinden altı yıl geçti, ama hala cevap bulamamış sorular, karanlıkta kalan noktalar, giderilmeyen haksızlıklar ve bitmeyen davalar var. Banu Güven 15 Temmuz'un yıl dönümünde yazdı. ",0.0,0.0,Neutral,en,0,133,HassKaringanire,2765,4974,False,RDF,,EugeneLWamalwa,Afrique de l'ouest,
1053,2022-07-16 14:26:18+00:00,Twitter for iPhone,me arrependi de não ter ido p rdf ontem,I regretted not having gone p rdf yesterday,0.0,0.0,Neutral,fr,0,0,drcdebout,140,93,False,RDF,,Radiorwanda_RBA,"Grenoble, france",
1059,2022-07-16 14:04:40+00:00,Twitter for iPhone,🔴 15 Temmuz: Gülencilerin yerine kimler geldi?: 15 Temmuz darbe girişiminin ardından devlet içinde boşalan Gülen yapılanması kadrolarına hangi tarikat ve cemaat üyeleri yerleşti? DW Türkçe'den Alican Uludağ yazdı. https://t.co/UHpejNSBzX,🔴 15 Temmuz: Gülencilerin yerine kimler geldi?: 15 Temmuz darbe girişiminin ardından devlet içinde boşalan Gülen yapılanması kadrolarına hangi tarikat ve cemaat üyeleri yerleşti? DW Türkçe'den Alican Uludağ yazdı. ,0.0,0.0,Neutral,en,0,133,Bogos47,1561,975,False,"EyeonMali, Mali, DW",,RwandaMoD,"Marseille, france",
1070,2022-07-16 13:19:53+00:00,Twitter Web App,Mexico captures infamous drug lord Rafael Caro Quintero https://t.co/2RAwOvXdRc,Mexico captures infamous drug lord Rafael Caro Quintero ,-0.5,1.0,Negative,en,0,6,FreeWine,1042,1198,False,RDF,,EgidieBibio,戦乱の大地ノゼリア,
1071,2022-07-16 13:14:11+00:00,Simply Flows,RDF yasezeye mucyubahiro abasirikare bagiye mu kiruhuko cy’izabukuru. https://t.co/jOMRl7cLwW,RDF yasezeye mucyubahiro abasirikare bagiye mu kiruhuko cy’izabukuru. ,0.0,0.0,Neutral,en,0,6,MetavrseTweeter,101,4,False,RDF,,RwandaMoD,Volos,
1074,2022-07-16 13:13:04+00:00,Twitter for iPhone,"🔴 IMF Başkanı'ndan G20 ülkelerine acil eylem planı çağrısı: IMF Başkanı Kristalina Georgieva, G20 ülkelerine enflasyonla mücadele konusunda acil eylem çağrısı yaptı. Georgieva, küresel ekonomik görünümün ise daha da kötüleşebileceği konusunda uyardı. https://t.co/xIh1WN34Br","🔴 IMF Başkanı'ndan G20 ülkelerine acil eylem planı çağrısı: IMF Başkanı Kristalina Georgieva, G20 ülkelerine enflasyonla mücadele konusunda acil eylem çağrısı yaptı. Georgieva, küresel ekonomik görünümün ise daha da kötüleşebileceği konusunda uyardı. ",0.0,0.0,Neutral,en,12,6,KirkDBorne,334090,8582,False,"glaciares, tibet, microbios, medioambiente",,Thomas_Michl,"Newton, ma",
1079,2022-07-16 12:58:17+00:00,Microsoft Power Platform,"¿Eran los gatos los que tenían 7 vidas, no? 😱

Este perro se le escapa a su dueña y se le atraviesa al pelotón del Tour de Francia, a los que se cayeron no les ha de haber parecido muy gracioso. 🙊

#RDF🐅 https://t.co/k2yCRT8Q7x","¿Eran los gatos los que tenían 7 vidas, no? 😱

Este perro se le escapa a su dueña y se le atraviesa al pelotón del Tour de Francia, a los que se cayeron no les ha de haber parecido muy gracioso. 🙊

🐅 ",0.0,0.0,Neutral,en,0,0,123_INFO_DE,118,12,False,"RDF, InkotanyiNiUbuzima",,RwandaMoD,Rwanda,
1080,2022-07-16 12:57:50+00:00,Twitter for iPhone,"""De Portugal à Grécia, passando pela França, Espanha e Marrocos. Vários focos de incêndios se propagam""

""região afetada por uma onda de calor escaldante. Pelo segundo dia consecutivo, os termômetros atingiram o pico de 45 graus na Península Ibérica.""
https://t.co/liB506as1l","""De Portugal à Grécia, passando pela França, Espanha e Marrocos. Vários focos de incêndios se propagam""

""região afetada por uma onda de calor escaldante. Pelo segundo dia consecutivo, os termômetros atingiram o pico de 45 graus na Península Ibérica.""
",0.0,0.0,Neutral,en,0,133,CGentillesse,458,422,False,薄桜鬼,,RwandaMoD,Rwanda,
1083,2022-07-16 12:34:21+00:00,Twitter for Android,"Hj é tudo na rdf, esquece kkk 🙅🏽‍♂️🥳","Hj é tudo na rdf, esquece kkk 🙅🏽‍♂️🥳",0.0,0.0,Neutral,en,0,133,Mugunga_A,208,165,False,RDF,,RwandaMoD,Rwanda,
1084,2022-07-16 12:28:17+00:00,Microsoft Power Platform,"🏆 RACE RESULT! 🏆

'RDF 9923-3396 Foal 2' out of SecretariYat Stables has just won the 🪙 40,000 Falcon Championship, covering 11 furlongs on the Dirt in 2:16.270!

🏇 View the entire race replay: https://t.co/JHWAlDKBQX","🏆 RACE RESULT! 🏆

'RDF 9923-3396 Foal 2' out of SecretariYat Stables has just won the 🪙 40,000 Falcon Championship, covering 11 furlongs on the Dirt in 2:16.270!

🏇 View the entire race replay: ",0.0,0.625,Neutral,en,0,0,123_INFO_DE,118,12,False,Biden,,RwandaMoD,Rwanda,
1087,2022-07-16 12:17:01+00:00,Zapier.com,"@Molakisi_ Tu as très raison yaya:
*Mobilisation historique de recettes 
*Liberté d'expression
*Augmentation salariale
*Urbanisation
*Électrification
*Routes
*Hôpitaux
*Écoles
*Assainissement du milieu des affaires
*Projetsde développement à l'échelle nationale
*intégrité territoriale
*G","Tu as très raison yaya:
*Mobilisation historique de recettes 
*Liberté d'expression
*Augmentation salariale
*Urbanisation
*Électrification
*Routes
*Hôpitaux
*Écoles
*Assainissement du milieu des affaires
*Projetsde développement à l'échelle nationale
*intégrité territoriale
*G",0.0,0.0,Neutral,en,0,0,PhotoFinishBot,131,4,False,RDF,,RwandaMoD,黄色いシールに誓う！,
1093,2022-07-16 11:53:30+00:00,Twitter for Android,Russia's Gazprom says no sign of Nord Steam 1 turbine https://t.co/DhhZAQC10n - source/editor :,Russia's Gazprom says no sign of Nord Steam 1 turbine  - source/editor :,0.0,0.0,Neutral,en,0,133,2pacHertier,0,31,False,RDF,,RwandaMoD,Rwanda,
1094,2022-07-16 11:50:26+00:00,Twitter for Android,"＼🦋大好評販売中🦋／
フロンティアワークス刊行
書籍『#天官賜福 1』

ステラワース限定セットは
美麗イラストをご堪能いただける
A3タペストリー+100mm缶バッジ付！

中国公式グッズなど関連商品お取扱い中です✨

▼通販はコチラ
https://t.co/6k0MAB2YSH
#TGCF https://t.co/aW5e8APfCK","🦋 🦋 🦋 🦋 🦋 🦋 🦋 🦋 🦋 🦋 🦋 🦋 🦋 🦋
Published by Frontier Works
Book ""#Stendai Sakifuku 1""

Stella Worth Limited Set
You can enjoy beautiful illustrations
A3 tapestry+100mm can badge!

We are handling related products such as Chinese official goods.

▼ Click here for mail order

 ",0.0,0.0,Positive,kiny,1,1,jetlee99810810,238,835,False,RDF,,RwandaMoD,Rwanda,
1095,2022-07-16 11:47:01+00:00,Twitter Web App,Nous saluons la visite annoncée d’une délégation parlementaire de @EP_HumanRights en #RDC pour soutenir les efforts de lutte c/ #impunité &amp; l’impératif de la #justicetransitionnelle https://t.co/Exv3GWdAja,We salute the announced visit of a parliamentary delegation to support the efforts of struggle C/ é & amp; The imperative of the,0.0,0.0,Neutral,fr,0,84,Larouss07,971,747,False,RDF,,RwandaMoD,"Samsun, turquie",
1096,2022-07-16 11:41:09+00:00,EUwatch,"🔴 Rusya Savunma Bakanı Şoygu'dan saldırıların genişletilmesi emri: Rusya Savunma Bakanı Sergey Şoygu, Ukrayna'daki askeri birlikleri denetlemesi sırasında saldırıların genişletilmesini emretti. İngiltere ise Rusya'nın savaşın gidişatı hakkında yanlış… https://t.co/WxwjHvVDYG","🔴 Rusya Savunma Bakanı Şoygu'dan saldırıların genişletilmesi emri: Rusya Savunma Bakanı Sergey Şoygu, Ukrayna'daki askeri birlikleri denetlemesi sırasında saldırıların genişletilmesini emretti. İngiltere ise Rusya'nın savaşın gidişatı hakkında yanlış… ",0.0,0.0,Neutral,en,0,0,EUwatchers,25730,7621,False,RDF,,RwandaMoD,"Bucureşti, românia",
1103,2022-07-16 11:22:45+00:00,Twitter for iPhone,"""Mexico captures infamous drug lord Rafael Caro Quintero"" by Deutsche Welle (https://t.co/czl9QOvnMk) https://t.co/KR4eLYeok7","""Mexico captures infamous drug lord Rafael Caro Quintero"" by Deutsche Welle ( ",-0.5,1.0,Negative,en,0,133,Nyac_juru_jesse,73755,49069,False,"FormPro, RDF",,RepDeFiFidonia,Rwanda,
1108,2022-07-16 11:03:03+00:00,Twitter for Android,"Why Germany loves David Hasselhoff
#123INFO
https://t.co/AByJYTkgeh","Why Germany loves David Hasselhoff

",0.0,0.0,Neutral,en,0,13,PublicSquareNG,6943,455,False,Biden,,rdf_rodolfo,Najjera kla .,
1109,2022-07-16 11:02:59+00:00,Twitter for Android,"Russia's Gazprom says no sign of Nord Steam 1 turbine
#123INFO
https://t.co/VJOSrpGWML","Russia's Gazprom says no sign of Nord Steam 1 turbine

",0.0,0.0,Neutral,kiny,0,2,HassKaringanire,2765,4974,False,"MinoritéGouvernementale, MajoritéRelative, RDF",,EugeneLWamalwa,Volos,
1110,2022-07-16 10:59:37+00:00,Twitter for Android,#Signal widerspricht der #EU beim #DMA: #Messenger-Interoperabilität nicht gewollt https://t.co/umku9BLd0f,widerspricht der  beim : -Interoperabilität nicht gewollt ,0.0,0.0,Neutral,en,0,24,imbwakaziyimana,638,57,False,"59NoSubeA60, LevantaDedo",,RepDeFiFidonia,Rwanda,
1114,2022-07-16 10:46:26+00:00,TweetDeck,Rdf Honours Retiring Military Officers.  https://t.co/eemsPBG7Wz,Rdf Honours Retiring Military Officers.  ,-0.1,0.1,Negative,en,0,13,hapkidogal,4625,5037,False,RDF,,rdfhouse,Germany,
